sale_date,gross_sale_price,mileage,make,model,model_year,color,grade,drivable
20240308,24000,46012,CADILLAC,XT5 AWD 4C,2020,BLACK,3.6,N
20240306,24500,9854,BUICK,ENVISION FWD,2023,WHITE,4.5,N
20240301,35000,18843,CHEVROLET,SILVERADO 1500 LTD,2022,BLACK,4,N
20240229,24200,31280,GMC,ACADIA AWD V6,2021,WHITE,4.6,N
20240227,20200,105193,RAM,1500 4X4 V8 CR,2019,GRAY,2.6,N
20240222,2300,136863,GMC,ACADIA FWD,2012,WHITE,2.9,N
20240221,21300,33761,BUICK,ENVISION,2020,BLACK,2.9,N
20240216,43000,40470,GMC,1500 LTD 4X4 CR,2022,GRAY,2.2,N
20240214,13700,61930,DODGE,CHALLENG 4X2 V6,2017,SILVER,3.2,N
20240209,29400,26223,BUICK,ENCLAVE AWD,2021,BLACK,4.9,N
20240207,22200,41618,CHEVROLET,CAMARO 4C,2022,BLACK,4,N
20240202,19600,24912,CHEVROLET,TRAVERSE AWD,2020,RED,1.7,N
20240131,5200,76156,CHEVROLET,TRAX FWD,2019,RED,1.1,N
20240126,35000,23472,CADILLAC,XT6 AWD V6,2021,GRAY,4.6,N
20240124,18400,89223,FORD,F150 4X4 CR,2018,GRAY,2.7,N
20240123,15000,24427,CHEVROLET,BOLT EV,2021,GRAY,4.2,N
20240117,5800,117253,CADILLAC,ATS,2015,BLACK,1.5,N
20240111,11000,64866,CHEVROLET,MALIBU,2017,GREY MET,2.8,N
20240109,7600,102684,FORD,ESCAPE 4X4 4C,2018,WHITE,3.7,N
20240103,18000,31897,CHEVROLET,EQUINOX,2020,SILVER,4.8,N
20240103,3600,188342,CHEVROLET,TRAVERSE,2015,,2.3,Y
20240109,18500,43263,RAM,1500 4X2 QD,2017,,2.6,Y
20240111,11100,138982,FORD,F150 4X4 CR,2015,,1.3,Y
20240116,2000,141895,NISSAN,PATHFIND FWD,2013,,1.3,Y
20240119,1300,170243,DODGE,DART,2015,,2.5,Y
20240125,650,150632,CHEVROLET,EQUINOX,2011,,0.5,Y
20240130,2400,155215,TOYOTA,HIGHLNDR 4X4 V6,2007,,3.7,Y
20240202,3000,241919,FORD,SUPER DUTY F-350 SRW,2008,,2,Y
20240208,2000,122757,DODGE,DART,2016,,1.3,Y
20240213,2300,129661,NISSAN,SENTRA,2018,,2.3,Y
20240215,7000,98009,HYUNDAI,ELANTRA,2018,,3.3,Y
20240221,2600,117783,CHEVROLET,MALIBU,2012,,2.5,Y
20240226,15000,88103,TOYOTA,CAMRY 4C,2019,,3.3,Y
20240229,2800,153737,CHRYSLER,200,2016,,2.4,Y
20240305,1800,160299,FORD,ESCAPE,2013,,2.1,Y
20240307,2600,149861,LINCOLN,MKZ FWD V6,2013,,2.2,Y
20240312,3200,108174,MERCEDES,GL450,2010,,2.2,Y
20240314,3200,161691,TOYOTA,CAMRY,2014,,2.3,Y
20240320,3100,140301,JEEP,PATRIOT,2015,,3.6,Y
20240322,4000,85607,NISSAN,SENTRA,2016,,2.5,Y
20240326,6000,125906,KIA,SPORTAGE,2015,,1.3,Y
20240328,2600,165516,KIA,OPTIMA,2014,,2,Y
20240312,,81061,FORD,"F-250                         ",2019,,3.9,N
20240314,,24848,CHEVROLET,"SPARK                         ",2021,,2.7,N
20240314,,124084,CHEVROLET,"SILVERADO 1500                ",2015,,3,N
20240109,,65619,CHEVROLET,"MALIBU                        ",2021,,0,N
20240314,,70478,CHEVROLET,"SONIC                         ",2020,,4.3,N
20240201,,168944,CHEVROLET,"EXPRESS 2500                  ",2018,,2.7,N
20240208,,67462,FORD,"ESCAPE                        ",2019,,3.8,N
20240308,,67160,FORD,"F-150                         ",2019,,2.7,N
20240214,,30421,CHEVROLET,"EQUINOX                       ",2020,,3.8,N
20240403,26900,73503,DODGE,CHARGER,2020,,3.4,Y
20240408,6600,66561,HYUNDAI,ACCENT,2016,,2.7,Y
20240410,7800,99260,KIA,FORTE,2017,,4.4,Y
20240412,2200,163331,CHRYSLER,TOWN & COUNTRY,2015,,1.8,Y
20240417,2700,248829,DODGE,RAM 1500,2010,,1.3,Y
20240418,9200,98405,NISSAN,ROGUE FWD 4C,2020,,2,Y
20240423,14200,90278,BMW,X5 35I XDRIVE,2014,,3.9,Y
20240425,3100,88996,NISSAN,SENTRA,2017,,2.1,Y
20240430,2500,126857,NISSAN,SENTRA,2019,,1.3,Y
20240403,13600,153982,CHEVROLET,1500 SLV 4X4 CR,2015,BLACK,,N
20240405,43250,6172,GMC,SIERA 15 4X4 CR,2023,TAN,,N
20240410,12400,72937,GMC,TERRAIN AWD 4C,2020,WHITE,,N
20240411,7500,147093,PORSCHE,PANAMERA 4X2 V8,2011,BROWN,,N
20240416,20400,65947,MAZDA,CX-9 FWD,2021,RED,,N
20240417,14000,58138,NISSAN,SENTRA,2021,WHITE,,N
20240422,24200,20495,CHEVROLET,BLAZER FWD V6,2021,GRAY,,N
20240424,23700,40256,CADILLAC,XT4 AWD,2020,RED,,N
20240430,28200,44154,GMC,ACADIA FWD V6,2021,RED,,N
20240501,59400,77601,GMC,SIERA 35 4X4 CR,2020,BLACK,,N
20240503,34600,28067,CADILLAC,XT6 AWD V6,2021,BLACK,,N
20240508,17800,35394,BUICK,ENCORE GX AWD,2021,GRAY,,N
20240510,18200,21464,CHEVROLET,EQUINOX FWD,2021,SILVER,,N
20240515,21200,22751,CHEVROLET,MALIBU,2023,RED,,N
20240520,20700,29401,CADILLAC,XT4 FWD,2020,SILVER,,N
20240523,7400,83328,FORD,FUSION,2020,BLUE,,N
20240528,22400,4375,CHEVROLET,MALIBU,2024,RED,,N
20240530,16500,71676,CHEVROLET,TRAVERSE AWD V6,2019,GRAY,,N
20240604,21300,34503,CHEVROLET,BLAZER FWD V6,2021,WHITE,,N
20240606,25800,30469,CHEVROLET,BLAZER FWD V6,2021,BLACK,,N
20240611,23700,36294,CADILLAC,XT5 FWD 4C,2021,RED,,N
20240612,4300,108364,JEEP,WRANGLER,2008,RED,,N
20240618,53400,55273,GMC,YUKON XL 4X4 V8,2021,BLACK,,N
20240620,26600,6686,CHEVROLET,BLAZER,2022,GRAY,,N
20240625,2100,128104,JEEP,CHEROKEE,2016,BURGUNDY,,N
20240627,29500,2589,CHEVROLET,EQUINOX AWD,2024,GRAY,,N
20240501,1800,123640,DODGE,JOURNEY,2015,,2.3,Y
20240503,2000,141767,DODGE,JOURNEY,2013,,2,Y
20240507,2000,126874,VOLKSWAGEN,TOUAREG,2010,,2.6,Y
20240509,1300,144288,CHEVROLET,SPARK,2014,,1.9,Y
20240514,1400,127195,MERCEDES-B,C250W,2014,,1.3,Y
20240516,11600,57052,KIA,OPTIMA,2020,,2.5,Y
20240521,2100,261657,TOYOTA,CAMRY 4C,2016,,1.3,Y
20240523,7000,103504,TOYOTA,YARIS IA,2017,,2.5,Y
20240528,1400,118741,KIA,SOUL,2016,,1.3,Y
20240530,11250,74735,NISSAN,ROGUE FWD,2018,,3.2,Y
20240604,5000,118004,NISSAN,ROGUE,2017,,3.9,Y
20240606,2600,209658,BMW,528I,2015,,2.8,Y
20240612,3000,93464,MAZDA,MAZDA2,2011,,3,Y
20240618,6400,145714,DODGE,CHARGER 4X2 V6,2018,,2.1,Y
20240620,2300,113569,DODGE,JOURNEY,2016,,1.3,Y
20240625,1200,170034,VOLKSWAGEN,TIGUAN,2014,,1.9,Y
20240628,1400,146156,NISSAN,ALTIMA,2016,,2,Y
20240522,1900,89414,KIA,SOUL,2016,,0,N
20240430,4600,112002,FORD,EXPEDITION 4X2,2012,,1.8,Y
20240614,9000,129019,GMC,TERRAIN,2019,,2.7,Y
20240523,4750,99156,HYUNDAI,SONATA,2013,,3.5,Y
20240524,7600,86905,CHEVROLET,MALIBU,2018,,1.3,Y
20240605,6000,113672,FORD,FUSION FWD V6,2011,,4.1,Y
20240530,5000,198863,GMC TRUCK,SR 1500 4X4 CR,2012,,1.8,Y
20240611,1250,149220,NISSAN,JUKE FWD,2013,,1,N
20240112,2200,101460,CHEVROLET,CRUZE,2014,,2.5,Y
20240104,13250,67416,TOYOTA,PRIUS FWD,2019,,2.1,Y
20240215,9400,98524,CHEVROLET,EQUINOX FWD 4C,2019,,2.6,Y
20240109,18600,86577,CHEVROLET,1500 LD 4X2 DB,2019,,3.5,Y
20240111,8600,89468,CADILLAC,ATS 4X2 4C,2016,,3.1,Y
20240124,3100,170483,KIA,SORENTO,2014,,2.8,Y
20240130,6500,122919,FORD,EXPLORER FWD V6,2013,,3.6,Y
20240215,250,113637,NISSAN,SENTRA S,2019,,0,N
20240214,4000,138156,SUBARU,FORESTER,2014,,1.3,Y
20240312,2200,186809,KIA,SOUL,2013,,2.4,Y
20240312,1500,118069,TOYOTA,COROLLA L,2015,,0,N
20240321,6500,81541,MITSUBISHI,OUTLAND SPT FWD,2019,,2.1,Y
20240423,7000,102249,FORD,FUSION FWD 4C,2019,,2.8,Y
20240320,1900,162416,MAZDA,CX-5,2014,,0,N
20240409,500,139345,DODGE,DART,2014,,0,N
20240417,2100,125348,FORD,FUSION,2011,,2.7,Y
20240424,7400,133716,CHEVROLET,EQUINOX,2018,,1.9,Y
20240402,20000,85691,CHEVROLET,TRAVERSE,2020,,4.1,N
20240628,17600,116924,CHEVROLET,COLORADO,2020,,4.5,N
20240521,4900,320580,GMC,SAVANA 2500,2021,,1,N
20240520,11800,41526,CHEVROLET,COLORADO,2021,,0,N
20240530,9500,76818,CHEVROLET,SONIC,2020,,3,N
20240411,10000,41715,CHEVROLET,SONIC,2020,,3.1,N
20240419,73000,57424,CADILLAC,ESCALADE ESV,2022,,3.5,N
20240612,10600,112756,CHEVROLET,EQUINOX,2020,,4.3,N
20240529,17400,135049,FORD,F-150,2020,,2.9,N
20240814,8600,81507,DODGE,DURANGO AWD V8,2021,GRAY,,N
20240808,6900,94080,NISSAN,MAXIMA,2017,BLUE,,N
20240815,21600,128372,CHEVROLET,2500 SLV 4X4 CR,2018,WHITE,,N
20240829,18700,32986,CHEVROLET,EQUINOX FWD,2021,WHITE,,N
20240813,22600,62732,DODGE,CHARGER 4X2 V8,2019,RED,,N
20240830,22700,18555,CHEVROLET,EQUINOX,2023,BLACK,,N
20240829,17600,118852,CHEVROLET,1500 SLV 4X2 CR,2021,GRAY,,N
20240828,18100,36632,CHEVROLET,EQUINOX FWD,2021,BLUE,,N
20240724,900,78639,NISSAN,ROGUE,2016,BLUE,,N
20240711,17500,42753,HYUNDAI,SANTA FE XL AWD,2019,BLACK,,N
20240718,13250,12129,CHEVROLET,BOLT EV,2018,GRAY,,N
20240703,17250,17695,BUICK,ENVISION,2023,GRAY,,N
20240710,6000,25500,CHEVROLET,TRAX FWD,2019,GRAY,,N
20240717,5900,76475,BUICK,ENCORE FWD,2019,WHITE,,N
20240723,3000,103733,NISSAN,ROGUE AWD,2018,GRAY,,N
20240717,33250,44629,BMW,M4 CPE,2015,BLACK,,N
20240802,22000,31511,CHEVROLET,BLAZER FWD 4C,2021,SILVER,,N
20240730,19800,23447,CHEVROLET,EQUINOX FWD,2021,BLACK,,N
20240926,3600,96798,HYUNDAI,ELANTRA,2020,WHITE,,N
20240925,27600,34013,JEEP,GRAND CHEROKEE,2020,MAROON,,N
20240919,10100,119803,CHEVROLET,TRAVERSE FWD,2018,BLACK,,N
20240918,24400,12375,CHEVROLET,EQUINOX,2024,BLUE,,N
20240913,25500,27796,CHEVROLET,TRAVERSE,2022,SILVER,,N
20240911,9600,60082,BUICK,ENCORE FWD,2019,BLACK,,N
20240906,33000,38068,CADILLAC,XT6 AWD V6,2021,WHITE,,N
20240904,16500,81134,CHEVROLET,TRAVERSE FWD V6,2019,BLACK,,N
20240801,2000,160031,MITSUBISHI,OUTLANDER SPORT,2014,,1.7,Y
20240708,1800,114509,MERCEDES-BENZ,E 350,2012,,3.1,N
20240521,7000,70574,NISSAN,SENTRA,2019,,2.1,Y
20240703,5750,117528,RAM,1500 4X4 CR,2018,,0,N
20240124,1800,130838,HYUNDAI,Sonata,2017,White,,N
20240802,4200,79334,HYUNDAI,Santa Fe,2013,GREY,,N
20240214,8200,91158,MAZDA,CX-5,2018,Red,,N
20240906,1700,212159,CHEVROLET,Malibu,2018,Silver,,N
20240613,3300,999999,HONDA,Civic,2014,White,,N
20240206,7800,40849,NISSAN,Versa,2020,White,,N
20240918,12400,105605,CHEVROLET,SILVERADO 1500,2011,,3.2,Y
20240903,8600,104957,JAGUAR,XJ 4X2 V6,2016,,3.6,Y
20240926,4700,121929,DODGE,DURANGO GT,2019,,1.4,Y
20240924,15200,79669,NISSAN,ALTIMA AWD 4C,2021,,4.2,Y
20240516,13400,116075,TOYOTA,RAV4,2017,,3,Y
20240502,16500,9109,KIA,FORTE,2023,,4.3,Y
20240416,3200,117625,BUICK,ENCORE,2016,,2.2,Y
20241018,1250,158622,NISSAN,SENTRA,2017,,2.2,Y
20240821,6600,120846,CHRYSLER,200,2017,,2.3,Y
20241009,12000,117887,DODGE,CHARGER,2018,,1.6,Y
20240418,14400,44573,HYUNDAI,VENUE,2021,,3,Y
20240614,4400,52996,DODGE,JOURNEY,2019,,0,N
20240125,3800,115402,NISSAN,VERSA SEDAN,2019,,2.9,Y
20240523,25800,9307,KIA,SPORTAGE AWD 4C,2023,,4.2,Y
20240506,750,97693,BUICK,VERANO PRE,2016,,1,N
20240320,2200,201539,BUICK,ENCLAVE,2013,,2.3,Y
20240710,15000,46747,HYUNDAI,SONATA,2019,,3.5,Y
20240919,9400,111032,FORD,EXPLORER 4X4 V6,2016,,2.1,Y
20240213,12200,91111,NISSAN,ROGUE,2019,,3.1,Y
20240702,6000,114840,KIA,SOUL,2016,,3,Y
20240709,9750,83787,NISSAN,ROGUE FWD,2018,,4,Y
20240712,2900,267109,CHEVROLET,SILVERADO 1500,2013,,1.7,Y
20240717,6600,147582,DODGE,CHALLENGER,2016,,3.9,Y
20240722,700,210754,CHEVROLET,EQUINOX AWD V6,2012,,1.4,Y
20240724,2600,170628,HONDA,CR V FWD,2008,,2.4,Y
20240730,1400,117171,FORD,FOCUS,2014,,2.1,Y
20240731,2100,128039,FORD,FUSION,2018,,1,Y
20240802,6700,179381,RAM,1500 4X2 CR,2016,,1.3,Y
20240807,5400,104919,CHEVROLET,CRUZE LIMITED,2016,,3.6,Y
20240808,1900,181754,TOYOTA,TUNDRA,2007,,2,Y
20240813,4700,95895,CHEVROLET,EQUINOX FWD 4C,2017,,1.3,Y
20240815,3000,131678,FORD,ESCAPE,2016,,3.1,Y
20240820,1100,190029,DODGE,DURANGO 4X2 V6,2013,,1.3,Y
20240821,700,249566,HONDA,ACCORD,2008,,2.6,Y
20240823,12400,70635,NISSAN,ROGUE,2023,,4.4,Y
20240827,5600,119722,KIA,SOUL,2018,,2.7,Y
20240829,1300,169166,MITSUBISHI,LANCER,2017,,2.5,Y
20240904,5100,101108,FORD,ESCAPE,2015,,4.5,Y
20240905,7100,63689,HYUNDAI,GENESIS V6,2013,,3,Y
20240910,2200,173808,BMW,X5,2012,,1.2,Y
20240912,5000,126644,NISSAN,SENTRA,2017,,3,Y
20240917,8750,83106,KIA,OPTIMA,2017,,3.5,Y
20240919,6800,137090,ACURA,MDX,2013,,3.9,Y
20240924,2400,140525,GMC,TERRAIN FWD 4C,2012,,2.4,Y
20240926,900,179217,NISSAN,ALTIMA,2012,,2.7,Y
20241001,4750,110794,NISSAN,SENTRA,2019,,2.8,Y
20241003,9800,119989,TOYOTA,COROLLA,2017,,4.5,Y
20241008,1500,168615,NISSAN,ALTIMA 4C,2014,,2.8,Y
20241010,2500,147327,FORD,EXPLORER,2010,,3,Y
20241015,2400,142010,CHEVROLET,EQUINOX,2013,,3.7,Y
20241017,12000,117266,CHEVROLET,CORVETTE,2009,,3.2,Y
20241022,6000,358765,FORD,F-250,2011,,3.9,Y
20241023,10300,185922,CHEVROLET,SILVERADO 1500,2016,,2.5,Y
20241025,4200,55348,MERCEDES-BENZ,SL-CLASS,2003,,2.7,Y
20241030,4300,128617,MITSUBISHI,RAIDER,2006,,2.1,Y
20241031,7000,124999,NISSAN,ROGUE FWD 4C,2020,,3.9,Y
20241210,1600,106497,CHEVROLET,EQUINOX AWD 4C,2017,SILVER,,N
20241119,42250,14263,GMC,SIERA 15 4X4 CR,2023,BLACK,,N
20241127,29600,5540,BUICK,ENVISION AWD,2023,WHITE,,N
20241129,6000,83436,DODGE,GRAND CARAVAN,2019,WHITE,,N
20241218,18000,66606,CHEVROLET,TRAVERSE,2019,RED,,N
20241120,10400,60861,INFINITI,Q50 AWD V6,2018,BLACK,,N
20241204,45000,23162,CHEVROLET,1500 SLV 4X4 CR,2023,BLUE,,N
20241204,21100,26111,BUICK,ENVISION,2021,RED,,N
20241205,20500,26344,CHEVROLET,EQUINOX AWD,2022,GRAY,,N
20241227,1500,161257,JEEP,CHEROKEE,2014,BLACK,,N
20241227,23200,37796,BUICK,ENCLAVE AWD,2021,BLACK,,N
20241024,2200,151312,CHEVROLET,TRAVERSE,2014,BLUE,,N
20241025,33200,29107,CADILLAC,XT6 AWD V6,2022,WHITE,,N
20241002,22800,21951,CHEVROLET,BLAZER FWD 4C,2022,BLUE,,N
20241002,18700,24542,CHEVROLET,EQUINOX,2021,SILVER,,N
20241015,64500,67,CHEVROLET,CORVETTE,2023,BLACK,,N
20241004,20000,13141,CHEVROLET,EQUINOX FWD,2022,WHITE,,N
20241015,13000,75587,CHEVROLET,EQUINOX AWD,2021,BLACK,,N
20241114,14600,88581,DODGE,DURANGO AWD V6,2017,RED,,N
20241106,22700,68970,HONDA,CR V AWD 4C,2021,WHITE,,N
20241017,8300,115523,CHEVROLET,TRAILBLZ FWD 3C,2022,BLUE,,N
20241025,25400,45531,GMC,SIERA 15 4X4 DB,2021,WHITE,,N
20241022,19600,20182,CHEVROLET,EQUINOX FWD,2022,WHITE,,N
20241101,18500,28242,CHEVROLET,EQUINOX AWD,2021,WHITE,,N
20241106,17400,18469,CHEVROLET,MALIBU,2024,WHITE,,N
20240703,8000,82473,CHEVROLET,SONIC,2020,,3.5,N
20240716,11000,34230,CHEVROLET,SONIC,2020,,3.1,N
20240724,23700,23075,SUBARU,FORESTER,2022,,4.7,N
20240731,19000,52503,CHEVROLET,EQUINOX,2020,,4.5,N
20240809,15000,93939,FORD,F-250,2019,,3,N
20240819,14000,30331,NISSAN,KICKS,2022,,3.7,N
20240828,6000,87618,FORD,F-150,2018,,2.3,N
20240910,9250,73263,CHEVROLET,SONIC,2020,,3.6,N
20240919,19000,28585,CHEVROLET,COLORADO,2022,,3.5,N
20240930,8200,138754,FORD,TRANSIT-150,2016,,1.9,N
20241009,6800,241476,CHEVROLET,EXPRESS 2500,2022,,1.3,N
20241022,14400,48241,FORD,ESCAPE,2022,,4.2,N
20241101,9500,94127,CHEVROLET,COLORADO,2019,,2.9,N
20241112,8700,0,CHEVROLET,EQUINOX,2023,,1.4,N
20241121,1000,172291,CHEVROLET,SONIC,2015,,1.7,N
20241204,7000,93984,FORD,EDGE,2018,,3.9,N
20241216,7200,118241,FORD,TRANSIT CONNECT,2022,,1.8,N
20241210,8100,52524,CHEVROLET,,2023,,0.6,N
20240227,32500,21236,CADILLAC,,2022,,4.3,N
20230713,3850,97050,CHRYSLER,,2019,,1.1,N
20230224,45750,113473,FORD,,2019,,2,N
20240627,2400,174747,CHEVROLET,,2016,,2.5,N
20240214,33800,51429,FORD,,2021,,4.1,N
20240130,17600,57491,CHEVROLET,,2022,,4.8,N
20230713,25000,71140,TOYOTA,,2018,,4.1,N
20230822,9500,189141,FORD,,2016,,4.3,N
20230425,26000,109589,FORD,,2019,,3.8,N
20241113,10500,167851,GMC,,2019,,3.4,N
20230328,30500,86817,CHEVROLET,,2020,,3.3,N
20241023,18400,47311,CHEVROLET,,2022,,3.7,N
20231219,11000,98490,NISSAN,,2020,,4,N
20240530,14200,63488,CHEVROLET,,2022,,4.2,N
20231018,25750,66292,SUBARU,,2021,,2.8,N
20240503,19400,52175,TOYOTA,,2017,,3.4,N
20230120,15250,127486,FORD,,2016,,2.7,N
20240528,15200,50842,CHEVROLET,,2021,,4.3,N
20230926,17750,80239,TOYOTA,,2019,,4.1,N
20230718,9750,97679,JEEP,,2018,,3.1,N
20230201,16500,68253,CHEVROLET,,2019,,4.7,N
20240823,15400,89338,CHEVROLET,,2020,,2.6,N
20230131,8000,134838,JEEP,,2018,,4,N
20240702,17000,101050,SUBARU,,2021,,4.5,N
20240612,10400,84344,HYUNDAI,,2019,,4.7,N
20240710,21000,58499,TOYOTA,,2021,,4.5,N
20231205,15250,103035,TOYOTA,,2018,,4.5,N
20241205,15600,83054,TOYOTA,,2020,,3.6,N
20240612,16000,132021,FORD,,2020,,3.6,N
20230929,16400,47477,CHEVROLET,,2021,,4.4,N
20240828,15300,159844,FORD,,2017,,3.2,N
20240312,13250,190546,GMC,,2018,,2.3,N
20240110,24800,11886,TOYOTA,,2020,,3.2,N
20240305,5000,137503,FORD,,2016,,3.1,N
20230628,24600,30297,NISSAN,,2020,,4.5,N
20230510,19300,61890,SUBARU,,2018,,3.9,N
20230606,14200,99085,FORD,,2018,,4,N
20241225,12800,44372,FORD,,2021,,2.6,N
20230613,11250,104192,SUBARU,,2018,,2.8,N
20240604,1500,359119,TOYOTA,,2004,,1.1,N
20240815,10200,69256,HYUNDAI,,2019,,3.6,N
20240731,31400,19994,BMW,,2021,,4.1,N
20240924,27600,91648,RAM,,2021,,4.5,N
20240626,4550,152712,FORD,,2020,,2.4,N
20230420,18500,162992,FORD,,2015,,4.3,N
20240926,4600,191301,FORD,,2015,,2.9,N
20231003,20750,198864,CHEVROLET,,2019,,3.7,N
20240917,6100,135983,TOYOTA,,2016,,2.8,N
20231114,16000,59254,CHEVROLET,,2019,,4.4,N
20241101,9200,72577,CHEVROLET,,2020,,2,N
20240625,16800,64417,NISSAN,,2021,,4.3,N
20230621,20600,67229,MAZDA,,2020,,4.2,N
20230509,15100,111913,CHEVROLET,,2019,,4.2,N
20240521,16750,88023,VOLVO,,2021,,4.4,N
20230426,26750,36979,VOLVO,,2019,,4.1,N
20230404,4500,210015,CHEVROLET,,2012,,2,N
20230524,18100,56679,CHEVROLET,,2019,,4.3,N
20240522,13900,86184,CHEVROLET,,2020,,4.5,N
20230830,16250,100133,CHEVROLET,,2020,,2.8,N
20240329,15500,86387,SUBARU,,2020,,2.5,N
20230301,13900,125575,NISSAN,,2020,,4.3,N
20240702,11250,64203,JEEP,,2018,,2.7,N
20240621,14000,60674,FORD,,2020,,2.7,N
20240325,13300,86146,FORD,,2019,,3.3,N
20230530,25750,44025,TOYOTA,,2020,,4.4,N
20240910,16400,56442,CHEVROLET,,2020,,4.6,N
20240507,14000,56896,CHEVROLET,,2020,,3.8,N
20240619,9600,122143,CHEVROLET,,2020,,3.4,N
20240925,3800,185030,FORD,,2013,,1.3,N
20240501,13900,66001,CHEVROLET,,2021,,2.3,N
20230614,15000,98232,CHRYSLER,,2019,,2.4,N
20240522,15600,93564,SUBARU,,2020,,3.8,N
20231205,9500,111172,FORD,,2018,,4.5,N
20241113,18500,44468,CHEVROLET,,2022,,4.5,N
20240105,15000,79215,TOYOTA,,2021,,4,N
20240502,12500,149651,FORD,,2020,,3.7,N
20240522,10500,155845,TOYOTA,,2018,,3.8,N
20240131,24600,26613,SUBARU,,2020,,4.6,N
20240321,19500,142039,FORD,,2018,,3.3,N
20231128,21000,69471,SUBARU,,2020,,3.7,N
20240508,9800,102810,RAM,,2019,,2.7,N
20240917,20250,109927,TOYOTA,,2020,,4.4,N
20240611,14750,34939,CHEVROLET,,2020,,3.6,N
20231212,9800,155029,TOYOTA,,2018,,3.6,N
20230310,11000,182603,FORD,,2015,,4,N
20240307,12600,133724,NISSAN,,2021,,4,N
20230606,12000,38372,VOLKSWAGEN,,2015,,3.9,N
20230207,19000,75506,SUBARU,,2020,,3.5,N
20230927,26600,11364,SUBARU,,2022,,4.8,N
20230224,14600,60541,FORD,,2018,,4,N
20240430,25400,55425,CHEVROLET,,2019,,4.1,N
20241108,15600,43084,CHEVROLET,,2022,,4.8,N
20240502,14000,97421,NISSAN,,2020,,4.1,N
20231129,19700,77448,SUBARU,,2020,,3.9,N
20241009,8800,105623,FORD,,2017,,1.7,N
20240109,16400,58188,MERCEDES,,2018,,2.3,N
20240611,11000,75271,CHRYSLER,,2020,,1.9,N
20231107,27800,39196,SUBARU,,2022,,4,N
20241024,12500,105103,FORD,,2021,,1.3,N
20230110,23700,45870,NISSAN,,2020,,4.2,N
20240724,17500,63873,CHRYSLER,,2021,,3.7,N
20230606,16500,112315,SUBARU,,2019,,3.4,N
20231218,22100,101921,FORD,,2020,,4.1,N
20230613,24200,76936,VOLVO,,2020,,4.5,N
20240530,23800,25567,NISSAN,,2020,,4.1,N
20240111,15100,131094,FORD,,2019,,3.5,N
20240206,19250,55644,SUBARU,,2019,,4,N
20241106,26100,86560,CHEVROLET,,2021,,4.6,N
20230413,28900,36634,NISSAN,,2019,,4.4,N
20230314,15250,54980,CHEVROLET,,2019,,2.9,N
20240627,20200,16713,CHEVROLET,,2023,,4.9,N
20230518,750,114848,CHEVROLET,,2004,,1.3,N
20240809,23800,74847,TOYOTA,,2021,,4.4,N
20240201,23500,61440,SUBARU,,2022,,3.9,N
20231115,18600,73687,GMC,,2019,,3.5,N
20241017,31400,55147,FORD,,2022,,4,N
20231107,19400,101585,TOYOTA,,2020,,3.7,N
20231102,18600,60239,NISSAN,,2021,,4.4,N
20241016,15500,85687,GMC,,2019,,4.2,N
20231004,15100,98065,FORD,,2019,,2.3,N
20230302,13800,99586,CHEVROLET,,2018,,4.6,N
20230406,14200,101566,CHEVROLET,,2019,,4.1,N
20241023,31600,29489,TOYOTA,,2020,,3.6,N
20231219,9500,27633,TOYOTA,,2022,,1.9,N
20240509,18600,87065,SUBARU,,2021,,3.2,N
20231019,30750,147435,FORD,,2019,,3,N
20230323,22100,82443,TOYOTA,,2019,,4.1,N
20241004,275,64134,CHEVROLET,,1996,,,N
20230426,28500,24354,RAM,,2021,,1.3,N
20240611,9000,159997,CHEVROLET,,2017,,3,N
20231214,5300,172259,CHEVROLET,,2012,,2.9,N
20230331,13325,93134,FORD,,2020,,,N
20230920,6000,104557,RAM,,2012,,,N
20240118,33500,18668,DODGETRUCK,Durango AWD,2021,DK. GARNET RED PEARL COAT,,N
20240308,29900,23519,DODGETRUCK,Durango AWD,2021,Granite Crystal Met. Clear Coat,,N
20240411,32200,44307,JEEP,Wrangler Unlimited 4WD,2020,Bright White Clear Coat,,N
20240604,24800,47416,JEEP,Grand Cherokee 4WD,2021,BROWN,,N
20240725,35600,33332,RAM,1500 4WD,2022,BLUE,,N
20240824,38700,35306,RAM,1500 4WD,2021,DIAMOND BLACK CRYSTAL P/C,,N
20241015,32700,46276,RAM,1500 4WD,2021,TANK CLE,,N
20241212,30300,24527,JEEP,Wrangler Unlimited 4WD,2021,UNKNOWN,,N
20240828,28000,90452,CHEVROLET,SUBURBAN,2022,,1.3,N
20241218,6700,123137,HYUNDAI,KONA,2018,,2.8,N
20240214,3200,172567,NISSAN,ALTIMA,2014,,3.2,N
20240807,16800,122460,TOYOTA,RAV4,2020,,4.4,N
20240321,6300,123521,CHEVROLET,MALIBU,2013,,3.5,N
20240516,13900,24297,NISSAN,VERSA,2021,,4,N
20241017,7300,91015,DODGE,JOURNEY,2018,,3.6,N
20240411,12900,94848,JEEP,CHEROKEE,2019,,3.6,N
20240829,3300,128674,NISSAN,ALTIMA,2019,,1.3,N
20240712,1600,153685,BUICK,ENCLAVE,2012,,2.5,N
20240510,6600,134745,HYUNDAI,SANTA FE SPORT,2017,,3,N
20240112,17000,3355,NISSAN,SENTRA,2023,,4.6,N
20240521,18500,80305,CHRYSLER,PACIFICA,2021,,4.1,N
